Ref,Val,Package,PosX,PosY,Rot,Side
"J4","Conn_01x02_Female","JST_PH_S2B-PH-SM4-TB_02x2.00mm_Angled",-88.963500,-117.221000,270.000000,bottom
"SW3","ON","SW_SPDT_PCM12",-108.331000,-73.088500,270.000000,bottom
